shipment_id,expected_eta_hours,actual_hours,sla_utilization,breach_probability,risk_level
SHIP-2026-00435,79,1093.3,13.839,0.99,CRITICAL
SHIP-2026-00436,25,0.7,0.028,0.112,LOW
SHIP-2026-00437,62,1127.1,18.179,0.783,CRITICAL
SHIP-2026-00438,60,75.87,1.265,0.915,CRITICAL
SHIP-2026-00439,51,145.0,2.843,0.758,CRITICAL
SHIP-2026-00440,52,944.93,18.172,0.837,CRITICAL
SHIP-2026-00441,71,614.28,8.652,0.838,CRITICAL
SHIP-2026-00442,34,214.77,6.317,0.744,HIGH
SHIP-2026-00443,39,1187.65,30.453,0.822,CRITICAL
SHIP-2026-00444,48,1357.47,28.281,0.753,CRITICAL
SHIP-2026-00445,30,808.73,26.958,0.902,CRITICAL
SHIP-2026-00446,76,233.95,3.078,0.988,CRITICAL
SHIP-2026-00447,47,111.33,2.369,0.823,CRITICAL
SHIP-2026-00448,79,607.08,7.685,0.795,CRITICAL
SHIP-2026-00449,27,483.52,17.908,0.949,CRITICAL
SHIP-2026-00450,38,1250.83,32.917,0.811,CRITICAL
SHIP-2026-00451,48,1249.87,26.039,0.858,CRITICAL
SHIP-2026-00452,84,165.23,1.967,0.842,CRITICAL
SHIP-2026-00453,49,53.52,1.092,0.855,CRITICAL
SHIP-2026-00454,56,291.98,5.214,0.947,CRITICAL
SHIP-2026-00455,53,68.88,1.3,0.857,CRITICAL
SHIP-2026-00456,39,744.55,19.091,0.899,CRITICAL
SHIP-2026-00457,25,1108.1,44.324,0.885,CRITICAL
SHIP-2026-00458,82,420.35,5.126,0.745,HIGH
SHIP-2026-00459,104,1103.98,10.615,0.99,CRITICAL
SHIP-2026-00460,40,1100.18,27.505,0.846,CRITICAL
SHIP-2026-00461,65,906.7,13.949,0.902,CRITICAL
SHIP-2026-00462,82,36.15,0.441,0.086,LOW
SHIP-2026-00463,81,217.73,2.688,0.99,CRITICAL
SHIP-2026-00464,53,957.78,18.071,0.85,CRITICAL
SHIP-2026-00465,72,1428.4,19.839,0.743,HIGH
SHIP-2026-00466,25,307.92,12.317,0.864,CRITICAL
SHIP-2026-00467,37,446.18,12.059,0.955,CRITICAL
SHIP-2026-00468,49,656.58,13.4,0.827,CRITICAL
SHIP-2026-00469,79,1084.03,13.722,0.802,CRITICAL
SHIP-2026-00470,108,1222.33,11.318,0.784,CRITICAL
SHIP-2026-00471,51,131.23,2.573,0.831,CRITICAL
SHIP-2026-00472,98,1459.55,14.893,0.831,CRITICAL
SHIP-2026-00473,120,380.65,3.172,0.951,CRITICAL
SHIP-2026-00474,38,584.57,15.383,0.811,CRITICAL
SHIP-2026-00475,72,452.2,6.281,0.909,CRITICAL
SHIP-2026-00476,39,333.67,8.556,0.85,CRITICAL
SHIP-2026-00477,70,986.78,14.097,0.863,CRITICAL
SHIP-2026-00478,80,77.83,0.973,0.683,HIGH
SHIP-2026-00479,45,692.42,15.387,0.882,CRITICAL
SHIP-2026-00480,79,1058.37,13.397,0.773,CRITICAL
SHIP-2026-00481,76,588.87,7.748,0.902,CRITICAL
SHIP-2026-00482,30,964.32,32.144,0.851,CRITICAL
SHIP-2026-00483,114,48.6,0.426,0.059,LOW
SHIP-2026-00484,47,325.95,6.935,0.919,CRITICAL
SHIP-2026-00485,38,291.18,7.663,0.813,CRITICAL
SHIP-2026-00486,67,1010.27,15.079,0.821,CRITICAL
SHIP-2026-00487,32,1028.25,32.133,0.728,HIGH
SHIP-2026-00488,19,523.7,27.563,0.88,CRITICAL
SHIP-2026-00489,17,10.25,0.603,0.296,MEDIUM
SHIP-2026-00490,44,1055.35,23.985,0.815,CRITICAL
SHIP-2026-00491,62,284.63,4.591,0.949,CRITICAL
SHIP-2026-00492,27,1106.95,40.998,0.811,CRITICAL
SHIP-2026-00493,64,833.5,13.023,0.92,CRITICAL
SHIP-2026-00494,29,712.53,24.57,0.969,CRITICAL
SHIP-2026-00495,66,677.18,10.26,0.854,CRITICAL
SHIP-2026-00496,49,351.23,7.168,0.814,CRITICAL
SHIP-2026-00497,61,734.93,12.048,0.845,CRITICAL
SHIP-2026-00498,72,905.6,12.578,0.803,CRITICAL
SHIP-2026-00499,60,1399.55,23.326,0.847,CRITICAL
SHIP-2026-00500,46,772.47,16.793,0.836,CRITICAL
SHIP-2026-00501,59,251.63,4.265,0.99,CRITICAL
SHIP-2026-00502,80,741.5,9.269,0.906,CRITICAL
SHIP-2026-00503,97,210.62,2.171,0.883,CRITICAL
SHIP-2026-00504,24,389.55,16.231,0.845,CRITICAL
SHIP-2026-00505,56,691.5,12.348,0.826,CRITICAL
SHIP-2026-00506,64,263.72,4.121,0.726,HIGH
SHIP-2026-00507,51,195.02,3.824,0.833,CRITICAL
SHIP-2026-00508,100,739.63,7.396,0.919,CRITICAL
SHIP-2026-00509,46,1387.57,30.165,0.807,CRITICAL
SHIP-2026-00510,67,1072.45,16.007,0.75,CRITICAL
SHIP-2026-00511,59,200.5,3.398,0.768,CRITICAL
SHIP-2026-00512,77,288.75,3.75,0.932,CRITICAL
SHIP-2026-00513,29,1066.43,36.773,0.823,CRITICAL
SHIP-2026-00514,63,944.72,14.996,0.74,HIGH
SHIP-2026-00515,57,393.6,6.905,0.75,CRITICAL
SHIP-2026-00516,51,1222.17,23.964,0.853,CRITICAL
SHIP-2026-00517,53,960.85,18.129,0.764,CRITICAL
SHIP-2026-00518,31,347.08,11.196,0.934,CRITICAL
SHIP-2026-00519,65,975.47,15.007,0.925,CRITICAL
SHIP-2026-00520,73,941.72,12.9,0.843,CRITICAL
SHIP-2026-00521,87,1188.37,13.659,0.884,CRITICAL
SHIP-2026-00522,34,849.77,24.993,0.894,CRITICAL
SHIP-2026-00523,52,918.48,17.663,0.847,CRITICAL
SHIP-2026-00524,27,842.53,31.205,0.782,CRITICAL
SHIP-2026-00525,81,879.82,10.862,0.723,HIGH
SHIP-2026-00526,80,176.07,2.201,0.752,CRITICAL
SHIP-2026-00527,101,544.57,5.392,0.801,CRITICAL
SHIP-2026-00528,82,1055.87,12.876,0.931,CRITICAL
SHIP-2026-00529,98,330.28,3.37,0.834,CRITICAL
SHIP-2026-00530,69,1135.92,16.463,0.881,CRITICAL
SHIP-2026-00531,64,170.72,2.667,0.838,CRITICAL
SHIP-2026-00532,58,762.92,13.154,0.804,CRITICAL
SHIP-2026-00533,30,88.85,2.962,0.86,CRITICAL
SHIP-2026-00534,109,699.73,6.42,0.829,CRITICAL
SHIP-2026-00535,48,891.33,18.569,0.827,CRITICAL
SHIP-2026-00536,47,739.35,15.731,0.808,CRITICAL
SHIP-2026-00537,93,1308.28,14.068,0.914,CRITICAL
SHIP-2026-00538,73,853.9,11.697,0.99,CRITICAL
SHIP-2026-00539,53,639.13,12.059,0.818,CRITICAL
SHIP-2026-00540,92,858.05,9.327,0.74,HIGH
SHIP-2026-00541,47,1292.1,27.491,0.727,HIGH
SHIP-2026-00542,96,37.12,0.387,0.078,LOW
SHIP-2026-00543,76,501.53,6.599,0.769,CRITICAL
SHIP-2026-00544,65,964.92,14.845,0.857,CRITICAL
SHIP-2026-00545,58,125.35,2.161,0.82,CRITICAL
SHIP-2026-00546,61,422.82,6.931,0.831,CRITICAL
SHIP-2026-00547,108,1296.13,12.001,0.794,CRITICAL
SHIP-2026-00548,100,147.07,1.471,0.964,CRITICAL
SHIP-2026-00549,21,152.65,7.269,0.876,CRITICAL
SHIP-2026-00550,40,1137.47,28.437,0.852,CRITICAL
SHIP-2026-00551,64,1330.92,20.796,0.839,CRITICAL
SHIP-2026-00552,34,907.48,26.691,0.758,CRITICAL
SHIP-2026-00553,81,823.85,10.171,0.825,CRITICAL
SHIP-2026-00554,34,0.55,0.016,0.1,LOW
SHIP-2026-00555,69,1071.8,15.533,0.909,CRITICAL
SHIP-2026-00556,41,851.2,20.761,0.875,CRITICAL
SHIP-2026-00557,21,344.08,16.385,0.83,CRITICAL
SHIP-2026-00558,80,290.18,3.627,0.787,CRITICAL
SHIP-2026-00559,29,298.02,10.277,0.774,CRITICAL
SHIP-2026-00560,51,412.75,8.093,0.912,CRITICAL
SHIP-2026-00561,60,322.43,5.374,0.726,HIGH
SHIP-2026-00562,35,124.05,3.544,0.83,CRITICAL
SHIP-2026-00563,50,1260.88,25.218,0.827,CRITICAL
SHIP-2026-00564,88,1129.2,12.832,0.774,CRITICAL
SHIP-2026-00565,38,1426.17,37.531,0.856,CRITICAL
SHIP-2026-00566,62,299.93,4.838,0.932,CRITICAL
SHIP-2026-00567,44,5.83,0.133,0.147,LOW
SHIP-2026-00568,45,1075.15,23.892,0.806,CRITICAL
SHIP-2026-00569,54,1436.05,26.594,0.95,CRITICAL
SHIP-2026-00570,25,497.83,19.913,0.744,HIGH
SHIP-2026-00571,81,551.13,6.804,0.843,CRITICAL
SHIP-2026-00572,23,869.57,37.807,0.856,CRITICAL
SHIP-2026-00573,59,681.87,11.557,0.899,CRITICAL
SHIP-2026-00574,62,947.82,15.287,0.864,CRITICAL
SHIP-2026-00575,30,1193.15,39.772,0.866,CRITICAL
SHIP-2026-00576,39,52.18,1.338,0.809,CRITICAL
SHIP-2026-00577,40,884.88,22.122,0.803,CRITICAL
SHIP-2026-00578,41,934.07,22.782,0.741,HIGH
SHIP-2026-00579,114,863.93,7.578,0.937,CRITICAL
SHIP-2026-00580,27,1281.07,47.447,0.942,CRITICAL
SHIP-2026-00581,68,813.25,11.96,0.81,CRITICAL
SHIP-2026-00582,67,1077.45,16.081,0.943,CRITICAL
SHIP-2026-00583,33,835.47,25.317,0.853,CRITICAL
SHIP-2026-00584,97,1271.33,13.106,0.838,CRITICAL
SHIP-2026-00585,80,686.42,8.58,0.759,CRITICAL
SHIP-2026-00586,46,9.23,0.201,0.057,LOW
SHIP-2026-00587,57,707.15,12.406,0.906,CRITICAL
SHIP-2026-00588,81,138.42,1.709,0.731,HIGH
SHIP-2026-00589,62,1270.73,20.496,0.861,CRITICAL
SHIP-2026-00590,23,1177.97,51.216,0.877,CRITICAL
SHIP-2026-00591,75,1148.9,15.319,0.923,CRITICAL
SHIP-2026-00592,40,497.6,12.44,0.835,CRITICAL
SHIP-2026-00593,65,691.6,10.64,0.863,CRITICAL
SHIP-2026-00594,78,506.5,6.494,0.761,CRITICAL
SHIP-2026-00595,53,781.82,14.751,0.724,HIGH
SHIP-2026-00596,78,1002.2,12.849,0.85,CRITICAL
SHIP-2026-00597,23,1189.33,51.71,0.813,CRITICAL
SHIP-2026-00598,61,298.37,4.891,0.803,CRITICAL
SHIP-2026-00599,74,940.47,12.709,0.864,CRITICAL
SHIP-2026-00600,46,1129.25,24.549,0.95,CRITICAL
SHIP-2026-00601,47,470.5,10.011,0.906,CRITICAL
SHIP-2026-00602,70,959.15,13.702,0.862,CRITICAL
SHIP-2026-00603,73,81.2,1.112,0.808,CRITICAL
SHIP-2026-00604,34,108.7,3.197,0.784,CRITICAL
SHIP-2026-00605,49,1340.4,27.355,0.99,CRITICAL
SHIP-2026-00606,65,270.53,4.162,0.727,HIGH
SHIP-2026-00607,21,519.42,24.734,0.805,CRITICAL
SHIP-2026-00608,32,776.85,24.277,0.904,CRITICAL
SHIP-2026-00609,37,226.95,6.134,0.807,CRITICAL
SHIP-2026-00610,56,868.45,15.508,0.99,CRITICAL
SHIP-2026-00611,94,1324.32,14.089,0.942,CRITICAL
SHIP-2026-00612,29,482.58,16.641,0.792,CRITICAL
SHIP-2026-00613,37,1357.43,36.687,0.934,CRITICAL
SHIP-2026-00614,30,197.02,6.567,0.871,CRITICAL
SHIP-2026-00615,51,530.73,10.406,0.853,CRITICAL
SHIP-2026-00616,25,759.13,30.365,0.855,CRITICAL
SHIP-2026-00617,70,359.7,5.139,0.929,CRITICAL
SHIP-2026-00618,77,1334.93,17.337,0.939,CRITICAL
SHIP-2026-00619,40,959.6,23.99,0.803,CRITICAL
SHIP-2026-00620,24,1249.93,52.08,0.953,CRITICAL
SHIP-2026-00621,39,446.42,11.447,0.801,CRITICAL
SHIP-2026-00622,51,451.97,8.862,0.99,CRITICAL
SHIP-2026-00623,60,1120.12,18.669,0.825,CRITICAL
SHIP-2026-00624,43,672.18,15.632,0.802,CRITICAL
SHIP-2026-00625,91,502.68,5.524,0.835,CRITICAL
SHIP-2026-00626,115,971.08,8.444,0.937,CRITICAL
SHIP-2026-00627,106,1181.97,11.151,0.919,CRITICAL
SHIP-2026-00628,65,1198.05,18.432,0.861,CRITICAL
SHIP-2026-00629,86,1372.2,15.956,0.849,CRITICAL
SHIP-2026-00630,70,816.63,11.666,0.764,CRITICAL
SHIP-2026-00631,42,139.63,3.325,0.861,CRITICAL
SHIP-2026-00632,44,217.68,4.947,0.938,CRITICAL
SHIP-2026-00633,49,75.43,1.539,0.848,CRITICAL
SHIP-2026-00634,50,1417.08,28.342,0.927,CRITICAL
SHIP-2026-00635,30,447.13,14.904,0.863,CRITICAL
SHIP-2026-00636,73,937.1,12.837,0.853,CRITICAL
SHIP-2026-00637,47,922.27,19.623,0.818,CRITICAL
SHIP-2026-00638,78,749.93,9.614,0.854,CRITICAL
SHIP-2026-00639,79,716.83,9.074,0.853,CRITICAL
SHIP-2026-00640,101,545.85,5.404,0.882,CRITICAL
SHIP-2026-00641,26,465.53,17.905,0.777,CRITICAL
SHIP-2026-00642,60,1122.65,18.711,0.754,CRITICAL
SHIP-2026-00643,64,1225.68,19.151,0.78,CRITICAL
SHIP-2026-00644,33,1439.05,43.608,0.845,CRITICAL
SHIP-2026-00645,60,1235.07,20.584,0.835,CRITICAL
SHIP-2026-00646,77,283.12,3.677,0.846,CRITICAL
SHIP-2026-00647,49,135.93,2.774,0.848,CRITICAL
SHIP-2026-00648,91,267.38,2.938,0.759,CRITICAL
SHIP-2026-00649,69,1384.15,20.06,0.883,CRITICAL
SHIP-2026-00650,49,1264.72,25.811,0.844,CRITICAL
SHIP-2026-00651,66,457.72,6.935,0.868,CRITICAL
SHIP-2026-00652,75,813.78,10.85,0.811,CRITICAL
SHIP-2026-00653,55,297.28,5.405,0.859,CRITICAL
SHIP-2026-00654,65,411.0,6.323,0.921,CRITICAL
SHIP-2026-00655,67,238.85,3.565,0.851,CRITICAL
SHIP-2026-00656,25,76.02,3.041,0.794,CRITICAL
SHIP-2026-00657,62,605.75,9.77,0.731,HIGH
SHIP-2026-00658,66,1254.75,19.011,0.844,CRITICAL
SHIP-2026-00659,30,1270.48,42.349,0.871,CRITICAL
SHIP-2026-00660,42,235.27,5.602,0.773,CRITICAL
SHIP-2026-00661,50,26.5,0.53,0.153,LOW
SHIP-2026-00662,61,771.42,12.646,0.759,CRITICAL
SHIP-2026-00663,40,618.43,15.461,0.955,CRITICAL
SHIP-2026-00664,60,510.87,8.514,0.893,CRITICAL
SHIP-2026-00665,45,1029.07,22.868,0.727,HIGH
SHIP-2026-00666,35,843.87,24.111,0.78,CRITICAL
SHIP-2026-00667,34,495.68,14.579,0.906,CRITICAL
SHIP-2026-00668,106,689.3,6.503,0.823,CRITICAL
SHIP-2026-00669,63,885.32,14.053,0.835,CRITICAL
SHIP-2026-00670,120,1300.9,10.841,0.99,CRITICAL
SHIP-2026-00671,23,1329.92,57.823,0.775,CRITICAL
SHIP-2026-00672,39,589.57,15.117,0.944,CRITICAL
SHIP-2026-00673,51,1285.15,25.199,0.832,CRITICAL
SHIP-2026-00674,105,239.93,2.285,0.845,CRITICAL
SHIP-2026-00675,76,1334.95,17.565,0.725,HIGH
SHIP-2026-00676,99,854.4,8.63,0.853,CRITICAL
SHIP-2026-00677,25,641.6,25.664,0.812,CRITICAL
SHIP-2026-00678,72,1058.15,14.697,0.872,CRITICAL
SHIP-2026-00679,32,375.67,11.74,0.758,CRITICAL
SHIP-2026-00680,70,816.5,11.664,0.828,CRITICAL
SHIP-2026-00681,48,437.03,9.105,0.904,CRITICAL
SHIP-2026-00682,120,865.7,7.214,0.814,CRITICAL
SHIP-2026-00683,25,208.07,8.323,0.812,CRITICAL
SHIP-2026-00684,100,23.12,0.231,0.105,LOW
SHIP-2026-00685,28,406.25,14.509,0.892,CRITICAL
SHIP-2026-00686,69,916.88,13.288,0.867,CRITICAL
SHIP-2026-00687,46,330.77,7.191,0.892,CRITICAL
SHIP-2026-00688,71,708.5,9.979,0.824,CRITICAL
SHIP-2026-00689,65,388.55,5.978,0.86,CRITICAL
SHIP-2026-00690,24,161.67,6.736,0.836,CRITICAL
SHIP-2026-00691,53,1227.27,23.156,0.962,CRITICAL
SHIP-2026-00692,24,497.0,20.708,0.891,CRITICAL
SHIP-2026-00693,38,1046.37,27.536,0.97,CRITICAL
SHIP-2026-00694,42,91.7,2.183,0.99,CRITICAL
SHIP-2026-00695,84,597.8,7.117,0.903,CRITICAL
SHIP-2026-00696,73,446.7,6.119,0.731,HIGH
SHIP-2026-00697,39,242.28,6.212,0.735,HIGH
SHIP-2026-00698,100,278.07,2.781,0.896,CRITICAL
SHIP-2026-00699,64,829.22,12.957,0.933,CRITICAL
SHIP-2026-00700,66,98.6,1.494,0.848,CRITICAL
SHIP-2026-00701,73,1417.7,19.421,0.777,CRITICAL
SHIP-2026-00702,46,733.42,15.944,0.788,CRITICAL
SHIP-2026-00703,37,1071.12,28.949,0.849,CRITICAL
SHIP-2026-00704,54,92.68,1.716,0.808,CRITICAL
SHIP-2026-00705,40,990.18,24.755,0.856,CRITICAL
SHIP-2026-00706,81,982.37,12.128,0.804,CRITICAL
SHIP-2026-00707,35,288.77,8.251,0.915,CRITICAL
SHIP-2026-00708,25,25.35,1.014,0.808,CRITICAL
SHIP-2026-00709,41,1244.7,30.359,0.838,CRITICAL
SHIP-2026-00710,35,1132.52,32.358,0.883,CRITICAL
SHIP-2026-00711,98,284.05,2.898,0.873,CRITICAL
SHIP-2026-00712,38,1251.12,32.924,0.733,HIGH
SHIP-2026-00713,49,527.72,10.77,0.945,CRITICAL
SHIP-2026-00714,58,893.35,15.403,0.914,CRITICAL
SHIP-2026-00715,35,679.98,19.428,0.841,CRITICAL
SHIP-2026-00716,74,120.0,1.622,0.793,CRITICAL
SHIP-2026-00717,55,1060.22,19.277,0.923,CRITICAL
SHIP-2026-00718,55,958.03,17.419,0.823,CRITICAL
SHIP-2026-00719,83,17.25,0.208,0.061,LOW
SHIP-2026-00720,59,716.7,12.147,0.939,CRITICAL
SHIP-2026-00721,48,269.7,5.619,0.83,CRITICAL
SHIP-2026-00722,41,394.65,9.626,0.854,CRITICAL
SHIP-2026-00723,106,240.52,2.269,0.848,CRITICAL
SHIP-2026-00724,36,311.72,8.659,0.891,CRITICAL
SHIP-2026-00725,75,383.43,5.112,0.934,CRITICAL
SHIP-2026-00726,68,85.15,1.252,0.823,CRITICAL
SHIP-2026-00727,105,1110.67,10.578,0.891,CRITICAL
SHIP-2026-00728,51,195.9,3.841,0.813,CRITICAL
SHIP-2026-00729,42,1220.65,29.063,0.897,CRITICAL
SHIP-2026-00730,75,1326.62,17.688,0.959,CRITICAL
SHIP-2026-00731,58,493.62,8.511,0.925,CRITICAL
SHIP-2026-00732,81,743.82,9.183,0.847,CRITICAL
SHIP-2026-00733,81,751.08,9.273,0.797,CRITICAL
SHIP-2026-00734,59,439.68,7.452,0.886,CRITICAL
SHIP-2026-00735,40,710.82,17.771,0.944,CRITICAL
SHIP-2026-00736,24,1340.07,55.836,0.847,CRITICAL
SHIP-2026-00737,119,1075.57,9.038,0.897,CRITICAL
SHIP-2026-00738,24,1345.12,56.047,0.99,CRITICAL
SHIP-2026-00739,94,1001.75,10.657,0.939,CRITICAL
SHIP-2026-00740,86,819.68,9.531,0.811,CRITICAL
SHIP-2026-00741,42,1376.53,32.775,0.836,CRITICAL
SHIP-2026-00742,30,760.55,25.352,0.812,CRITICAL
SHIP-2026-00743,44,302.08,6.865,0.838,CRITICAL
SHIP-2026-00744,58,411.73,7.099,0.894,CRITICAL
SHIP-2026-00745,50,1049.98,21.0,0.904,CRITICAL
SHIP-2026-00746,40,96.92,2.423,0.759,CRITICAL
SHIP-2026-00747,72,1004.83,13.956,0.898,CRITICAL
SHIP-2026-00748,51,1377.17,27.003,0.8,CRITICAL
SHIP-2026-00749,75,537.48,7.166,0.936,CRITICAL
SHIP-2026-00750,43,247.12,5.747,0.859,CRITICAL
SHIP-2026-00751,42,329.75,7.851,0.736,HIGH
SHIP-2026-00752,62,821.57,13.251,0.727,HIGH
SHIP-2026-00753,33,1426.15,43.217,0.79,CRITICAL
SHIP-2026-00754,60,1458.7,24.312,0.752,CRITICAL
SHIP-2026-00755,94,1369.13,14.565,0.873,CRITICAL
SHIP-2026-00756,71,530.33,7.469,0.856,CRITICAL
SHIP-2026-00757,120,137.9,1.149,0.735,HIGH
SHIP-2026-00758,79,499.63,6.324,0.796,CRITICAL
SHIP-2026-00759,54,564.38,10.451,0.881,CRITICAL
SHIP-2026-00760,38,1118.78,29.442,0.99,CRITICAL
SHIP-2026-00761,38,1290.63,33.964,0.828,CRITICAL
SHIP-2026-00762,18,120.43,6.691,0.875,CRITICAL
SHIP-2026-00763,82,1284.3,15.662,0.798,CRITICAL
SHIP-2026-00764,77,336.83,4.374,0.791,CRITICAL
SHIP-2026-00765,89,279.97,3.146,0.99,CRITICAL
SHIP-2026-00766,48,935.38,19.487,0.796,CRITICAL
SHIP-2026-00767,106,791.6,7.468,0.839,CRITICAL
SHIP-2026-00768,31,1366.13,44.069,0.843,CRITICAL
SHIP-2026-00769,86,441.55,5.134,0.91,CRITICAL
SHIP-2026-00770,42,1330.87,31.687,0.776,CRITICAL
SHIP-2026-00771,35,1252.0,35.771,0.805,CRITICAL
SHIP-2026-00772,110,150.15,1.365,0.86,CRITICAL
SHIP-2026-00773,23,172.98,7.521,0.734,HIGH
SHIP-2026-00774,26,286.32,11.012,0.882,CRITICAL
SHIP-2026-00775,113,460.22,4.073,0.861,CRITICAL
SHIP-2026-00776,100,1165.03,11.65,0.826,CRITICAL
SHIP-2026-00777,71,50.32,0.709,0.301,MEDIUM
SHIP-2026-00778,79,285.37,3.612,0.87,CRITICAL
SHIP-2026-00779,80,1312.82,16.41,0.922,CRITICAL
SHIP-2026-00780,93,1086.3,11.681,0.845,CRITICAL
SHIP-2026-00781,91,1074.18,11.804,0.735,HIGH
SHIP-2026-00782,73,328.23,4.496,0.906,CRITICAL
SHIP-2026-00783,59,796.52,13.5,0.755,CRITICAL
SHIP-2026-00784,37,180.3,4.873,0.836,CRITICAL
SHIP-2026-00785,22,1309.2,59.509,0.864,CRITICAL
SHIP-2026-00786,88,1047.72,11.906,0.808,CRITICAL
SHIP-2026-00787,44,622.62,14.15,0.933,CRITICAL
SHIP-2026-00788,63,510.63,8.105,0.837,CRITICAL
SHIP-2026-00789,60,1172.42,19.54,0.87,CRITICAL
SHIP-2026-00790,32,1190.1,37.191,0.99,CRITICAL
SHIP-2026-00791,28,1129.88,40.353,0.834,CRITICAL
SHIP-2026-00792,30,475.65,15.855,0.773,CRITICAL
SHIP-2026-00793,76,1023.52,13.467,0.95,CRITICAL
SHIP-2026-00794,86,590.33,6.864,0.842,CRITICAL
SHIP-2026-00795,38,1366.17,35.952,0.768,CRITICAL
SHIP-2026-00796,28,1025.72,36.633,0.938,CRITICAL
SHIP-2026-00797,48,762.4,15.883,0.865,CRITICAL
SHIP-2026-00798,27,889.13,32.931,0.89,CRITICAL
SHIP-2026-00799,72,659.37,9.158,0.857,CRITICAL
SHIP-2026-00800,75,890.97,11.88,0.893,CRITICAL
SHIP-2026-00801,27,826.03,30.594,0.747,HIGH
SHIP-2026-00802,114,888.33,7.792,0.99,CRITICAL
SHIP-2026-00803,54,519.53,9.621,0.754,CRITICAL
SHIP-2026-00804,114,303.67,2.664,0.954,CRITICAL
SHIP-2026-00805,89,474.42,5.331,0.797,CRITICAL
SHIP-2026-00806,44,114.85,2.61,0.816,CRITICAL
SHIP-2026-00807,37,777.45,21.012,0.779,CRITICAL
SHIP-2026-00808,32,1025.18,32.037,0.793,CRITICAL
SHIP-2026-00809,23,428.57,18.633,0.832,CRITICAL
SHIP-2026-00810,81,700.25,8.645,0.807,CRITICAL
SHIP-2026-00811,76,1322.67,17.404,0.864,CRITICAL
SHIP-2026-00812,53,607.12,11.455,0.781,CRITICAL
SHIP-2026-00813,86,668.95,7.778,0.926,CRITICAL
SHIP-2026-00814,74,1025.18,13.854,0.882,CRITICAL
SHIP-2026-00815,62,499.32,8.054,0.849,CRITICAL
SHIP-2026-00816,92,1463.88,15.912,0.965,CRITICAL
SHIP-2026-00817,68,379.12,5.575,0.929,CRITICAL
SHIP-2026-00818,69,219.18,3.177,0.842,CRITICAL
SHIP-2026-00819,97,1059.33,10.921,0.906,CRITICAL
SHIP-2026-00820,24,742.38,30.933,0.848,CRITICAL
SHIP-2026-00821,106,852.32,8.041,0.868,CRITICAL
SHIP-2026-00822,88,12.98,0.147,0.154,LOW
SHIP-2026-00823,44,1406.67,31.97,0.861,CRITICAL
SHIP-2026-00824,24,1263.5,52.646,0.831,CRITICAL
SHIP-2026-00825,18,1064.53,59.141,0.813,CRITICAL
SHIP-2026-00826,72,1004.18,13.947,0.933,CRITICAL
SHIP-2026-00827,52,969.33,18.641,0.949,CRITICAL
SHIP-2026-00828,77,687.92,8.934,0.857,CRITICAL
SHIP-2026-00829,91,635.18,6.98,0.814,CRITICAL
SHIP-2026-00830,30,1394.48,46.483,0.794,CRITICAL
SHIP-2026-00831,87,920.15,10.576,0.881,CRITICAL
SHIP-2026-00832,98,1269.52,12.954,0.778,CRITICAL
SHIP-2026-00833,32,580.45,18.139,0.919,CRITICAL
SHIP-2026-00834,65,628.02,9.662,0.753,CRITICAL
SHIP-2026-00835,39,120.5,3.09,0.829,CRITICAL
SHIP-2026-00836,104,1093.78,10.517,0.99,CRITICAL
SHIP-2026-00837,86,731.63,8.507,0.802,CRITICAL
SHIP-2026-00838,62,468.7,7.56,0.917,CRITICAL
SHIP-2026-00839,68,783.98,11.529,0.99,CRITICAL
SHIP-2026-00840,21,387.33,18.444,0.735,HIGH
SHIP-2026-00841,33,1376.65,41.717,0.728,HIGH
SHIP-2026-00842,69,1143.8,16.577,0.808,CRITICAL
SHIP-2026-00843,32,79.18,2.474,0.757,CRITICAL
SHIP-2026-00844,84,62.37,0.742,0.362,MEDIUM
SHIP-2026-00845,32,179.08,5.596,0.99,CRITICAL
SHIP-2026-00846,57,810.18,14.214,0.929,CRITICAL
SHIP-2026-00847,47,453.72,9.654,0.99,CRITICAL
SHIP-2026-00848,84,134.88,1.606,0.803,CRITICAL
SHIP-2026-00849,98,1003.47,10.239,0.756,CRITICAL
SHIP-2026-00850,78,481.78,6.177,0.814,CRITICAL
SHIP-2026-00851,33,271.82,8.237,0.914,CRITICAL
SHIP-2026-00852,49,452.8,9.241,0.93,CRITICAL
SHIP-2026-00853,49,549.1,11.206,0.772,CRITICAL
SHIP-2026-00854,56,426.63,7.618,0.76,CRITICAL
SHIP-2026-00855,86,121.53,1.413,0.849,CRITICAL
SHIP-2026-00856,112,446.45,3.986,0.963,CRITICAL
SHIP-2026-00857,109,805.3,7.388,0.939,CRITICAL
SHIP-2026-00858,42,158.7,3.779,0.867,CRITICAL
SHIP-2026-00859,66,1192.02,18.061,0.941,CRITICAL
SHIP-2026-00860,59,133.93,2.27,0.799,CRITICAL
SHIP-2026-00861,37,509.22,13.763,0.893,CRITICAL
SHIP-2026-00862,68,12.12,0.178,0.098,LOW
SHIP-2026-00863,74,475.87,6.431,0.892,CRITICAL
SHIP-2026-00864,74,192.2,2.597,0.832,CRITICAL
SHIP-2026-00865,82,988.68,12.057,0.823,CRITICAL
SHIP-2026-00866,95,231.45,2.436,0.928,CRITICAL
SHIP-2026-00867,39,38.62,0.99,0.604,HIGH
SHIP-2026-00868,61,164.9,2.703,0.839,CRITICAL
SHIP-2026-00869,28,615.53,21.983,0.816,CRITICAL
